Supplier_Name,PO_ID,Date,Value_INR
JDM Brother Enterprises,PUR-ORD-2023-03242,26-12-2023,1226.45
JDM Brother Enterprises,PUR-ORD-2024-02037,05-07-2024,1226.45
Souravi Solutions Private Limited,PUR-ORD-2023-02465,17-10-2023,1225.5
Amazon,PUR-ORD-2024-00933,15-03-2024,1222.34
"Mouser Electronics, Inc.",PUR-ORD-2023-00874,07-05-2023,1221
"Mouser Electronics, Inc.",PUR-ORD-2023-01638,17-07-2023,1221
VB4U,PUR-ORD-2023-02699,07-11-2023,1221
Shahputra Trading Private Limited,PUR-ORD-2023-02714,08-11-2023,1220.34
Shahputra Trading Private Limited,PUR-ORD-2023-02928,28-11-2023,1220.34
Shahputra Trading Private Limited,PUR-ORD-2024-01100,25-03-2024,1220.34
Triveni Print Screen,PUR-ORD-2024-00136-1,10-01-2024,1220.33
Seizo CNC Pvt Ltd,PUR-ORD-2023-02499,21-10-2023,1220
VASAN ENGINEERING WORKS,PUR-ORD-2024-01513,24-04-2024,1220
Voila Scientific Needs Pvt. Ltd.,PUR-ORD-2023-00493,20-03-2023,1219
Makenica INC,PUR-ORD-2022-01311,17-10-2022,1215
Seizo CNC Pvt Ltd,PUR-ORD-2024-00828,08-03-2024,1210
Goodwill Enterprises,PUR-ORD-2022-01041,15-09-2022,1209.6
Macfos Limited,PUR-ORD-2023-02883,23-11-2023,1205.08
AVTRONIX MARKETING LLP,PUR-ORD-2024-01157,02-04-2024,1200
BLUE SKY INFOSYS(ESDtools.in),PUR-ORD-2024-01696,11-05-2024,1200
Creative Interiors ,PUR-ORD-2022-01699,13-12-2022,1200
Digi-Key Electronics,PUR-ORD-2022-00492,02-06-2022,1200
Digi-Key Electronics,PUR-ORD-2022-00493,02-06-2022,1200
Digi-Key Electronics,PUR-ORD-2023-02632,03-11-2023,1200
Epicenter3D,PUR-ORD-2022-00945,24-08-2022,1200
Epicenter3D,PUR-ORD-2023-01488,03-07-2023,1200
Epicenter3D,PUR-ORD-2023-01951,16-08-2023,1200
Epicenter3D,PUR-ORD-2024-00577,20-02-2024,1200
Goodwill Enterprises,PUR-ORD-2022-00807,28-07-2022,1200
JSM Composites,PUR-ORD-2023-02149,12-09-2023,1200
Lotus Sales Corporation,PUR-ORD-2023-03067,12-12-2023,1200
Mascot Laboratory Services,PUR-ORD-2023-00039,07-01-2023,1200
"Mouser Electronics, Inc.",PUR-ORD-2022-00399,16-05-2022,1200
"Mouser Electronics, Inc.",PUR-ORD-2022-00497,02-06-2022,1200
"Mouser Electronics, Inc.",PUR-ORD-2022-00854,09-08-2022,1200
"Mouser Electronics, Inc.",PUR-ORD-2023-00710,21-04-2023,1200
"Mouser Electronics, Inc.",PUR-ORD-2023-00716,22-04-2023,1200
"Mouser Electronics, Inc.",PUR-ORD-2023-00831,02-05-2023,1200
"Mouser Electronics, Inc.",PUR-ORD-2023-02511,23-10-2023,1200
"Mouser Electronics, Inc.",PUR-ORD-2023-02959,01-12-2023,1200
Rajiv Electronics,PUR-ORD-2024-02096,10-07-2024,1200
SHREE LAKSHMI RANGANATHA CNC WOOD CARVINGS,PUR-ORD-2023-01904,14-08-2023,1200
SHREE LAKSHMI RANGANATHA CNC WOOD CARVINGS,PUR-ORD-2023-02132,11-09-2023,1200
Tapes world,PUR-ORD-2023-02042,31-08-2023,1200
Tapes world,PUR-ORD-2024-02145,30-07-2024,1200
TestCAL,PUR-ORD-2024-00436,08-02-2024,1200
WOL 3D,PUR-ORD-2023-02603,31-10-2023,1200
Makenica INC,PUR-ORD-2023-00497,22-03-2023,1196
Voila Scientific Needs Pvt. Ltd.,PUR-ORD-2022-00092,17-02-2022,1194
Seizo CNC Pvt Ltd,PUR-ORD-2024-00659,26-02-2024,1190
VLS COMPUTERS,PUR-ORD-2023-02779,15-11-2023,1190
CRENNOVATIONS 3D TECHNOLOGIES PRIVATE LIMITED,PUR-ORD-2022-01161,28-09-2022,1189.36
Circuit Systems (India) Limited,PUR-ORD-2024-00125,10-01-2024,1188
Flipkart,PUR-ORD-2023-03126,14-12-2023,1188
Imaginarium Rapid Pvt Ltd,PUR-ORD-2023-00085,11-01-2023,1187.58
Macfos Limited,PUR-ORD-2024-00692,28-02-2024,1186.44
Amazon,PUR-ORD-2023-03009,06-12-2023,1185.59
Mandovi Engineering Corporation,PUR-ORD-2023-00432,01-03-2023,1180
Mandovi Engineering Corporation,PUR-ORD-2023-02243,22-09-2023,1180
Robu.in,PUR-ORD-2022-01415,02-11-2022,1177.12
Shahputra Trading Private Limited,PUR-ORD-2022-00260,08-04-2022,1177.12
Circuit Systems (India) Limited,PUR-ORD-2023-03207,20-12-2023,1176.3
Harshman Gauges & Engg. Co,PUR-ORD-2022-01781,23-12-2022,1170
Highstar Technoloogy Private Limited,PUR-ORD-2024-00764,04-03-2024,1170
Makenica INC,PUR-ORD-2022-01400,29-10-2022,1170
Seizo CNC Pvt Ltd,PUR-ORD-2023-00918,12-05-2023,1170
Triveni Print Screen,PUR-ORD-2023-02895,24-11-2023,1170
Triveni Print Screen,PUR-ORD-2024-00598,21-02-2024,1170
VASAN ENGINEERING WORKS,PUR-ORD-2022-00924,23-08-2022,1168
VASAN ENGINEERING WORKS,PUR-ORD-2023-01296,16-06-2023,1168
VASAN ENGINEERING WORKS,PUR-ORD-2024-01970,25-06-2024,1168
electricalworld.com,PUR-ORD-2024-01197,03-04-2024,1162.41
"METRO HARDWARE	",PUR-ORD-2024-00403,06-02-2024,1155
HANI AUTOMATION TECHNOLOGIES,PUR-ORD-2022-00761,25-07-2022,1150
HANI AUTOMATION TECHNOLOGIES,PUR-ORD-2022-00787,27-07-2022,1150
SAMS Industrial Products,PUR-ORD-2023-02633,03-11-2023,1150
SAMS Industrial Products,PUR-ORD-2024-00062,03-11-2023,1150
TenX Services Private Limited.,PUR-ORD-2024-00447,09-02-2024,1150
THE BHOR CHEMICALS & PLASTICS PVT.LTD,PUR-ORD-2022-01490,11-11-2022,1150
THE BHOR CHEMICALS & PLASTICS PVT.LTD,PUR-ORD-2022-01539,17-11-2022,1150
THE BHOR CHEMICALS & PLASTICS PVT.LTD,PUR-ORD-2023-02704,08-11-2023,1150
VASAN ENGINEERING WORKS,PUR-ORD-2023-01886,11-08-2023,1150
VASAN ENGINEERING WORKS,PUR-ORD-2024-02085,17-07-2024,1150
Vinsurwaves,PUR-ORD-2023-02986,05-12-2023,1150
PMC CORPORATION,PUR-ORD-2022-00876,03-08-2022,1136.8
Imaginarium Rapid Pvt Ltd,PUR-ORD-2023-00934,15-05-2023,1136.01
Silverline Electronics,PUR-ORD-2022-00077,11-02-2022,1130
THE BHOR CHEMICALS & PLASTICS PVT.LTD,PUR-ORD-2024-00651,26-02-2024,1130
THE BHOR CHEMICALS & PLASTICS PVT.LTD,PUR-ORD-2024-00755,02-03-2024,1130
Digital Metrology,PUR-ORD-2023-02271,22-09-2023,1129
Imaginarium Rapid Pvt Ltd,PUR-ORD-2024-02165,02-08-2024,1128.44
Imaginarium Rapid Pvt Ltd,PUR-ORD-2023-00318,15-02-2023,1127.56
D.P.Jagan & Sons,PUR-ORD-2024-01663,09-05-2024,1127.1
Amazon,PUR-ORD-2023-01454,30-06-2023,1124.58
Voila Scientific Needs Pvt. Ltd.,PUR-ORD-2023-01505,05-07-2023,1122.4
Voila Scientific Needs Pvt. Ltd.,PUR-ORD-2022-00407,19-05-2022,1120.05
RC Ventures,PUR-ORD-2024-00176,16-01-2024,1115
Eta Pro Technologies Pvt Ltd,PUR-ORD-2022-00154,15-03-2022,1114.33
Seizo CNC Pvt Ltd,PUR-ORD-2024-00586,19-02-2024,1113
Imaginarium Rapid Pvt Ltd,PUR-ORD-2023-01555,11-07-2023,1108
Imaginarium Rapid Pvt Ltd,PUR-ORD-2022-01786,24-12-2022,1102.36
Mandovi Engineering Corporation,PUR-ORD-2023-03052,10-12-2023,1102
Triveni Print Screen,PUR-ORD-2023-02378,09-10-2023,1102
WOL 3D,PUR-ORD-2022-00360,06-05-2022,1101.7
WOL 3D,PUR-ORD-2023-00280,14-02-2023,1101.7
Amazon,PUR-ORD-2023-02021,30-08-2023,1100.85
Amazon,PUR-ORD-2024-00518,06-12-2023,1100.85
Decathlon,PUR-ORD-2023-00298,15-02-2023,1100.85
Robu.in,PUR-ORD-2024-00944,15-03-2024,1100.85
Macfos Limited,PUR-ORD-2024-01887,31-05-2024,1100.84
AADI IT SOLUTIONS,PUR-ORD-2022-00217,31-03-2022,1100
CRENNOVATIONS 3D TECHNOLOGIES PRIVATE LIMITED,PUR-ORD-2022-00133,09-03-2022,1100
Epicenter3D,PUR-ORD-2022-00944,24-08-2022,1100
Epicenter3D,PUR-ORD-2023-01058,29-05-2023,1100
Epicenter3D,PUR-ORD-2023-01061,29-05-2023,1100
Epicenter3D,PUR-ORD-2023-01380,23-06-2023,1100
Goodwill Enterprises,PUR-ORD-2024-01146,28-03-2024,1100
Imaginarium Rapid Pvt Ltd,PUR-ORD-2023-00034,06-01-2023,1100
Makenica INC,PUR-ORD-2023-00738,26-04-2023,1100
"Prabhat Paint Industries	",PUR-ORD-2024-00422,07-02-2024,1100
TenX Services Private Limited.,PUR-ORD-2024-00694,28-02-2024,1100
Constflick Technologies Limited,PUR-ORD-2023-00772,29-04-2023,1099
Constflick Technologies Limited,PUR-ORD-2023-01851,08-08-2023,1099
Macfos Limited,PUR-ORD-2023-02995,06-12-2023,1099
Robu.in,PUR-ORD-2024-01417,18-04-2024,1099
Goodwill Enterprises,PUR-ORD-2022-01599,28-11-2022,1098.5
Amazon,PUR-ORD-2023-01912,16-08-2023,1096.94
Shahputra Trading Private Limited,PUR-ORD-2024-01932,13-06-2024,1094
Shahputra Trading Private Limited,PUR-ORD-2024-01971,25-06-2024,1094
Goodwill Enterprises,PUR-ORD-2023-01908,16-08-2023,1091.16
Voila Scientific Needs Pvt. Ltd.,PUR-ORD-2023-00203,03-02-2023,1090
Amuse,PUR-ORD-2024-02093,19-07-2024,1084.5
Amuse,PUR-ORD-2024-02194,08-08-2024,1084.5
Alico Industrial Enterprises,PUR-ORD-2022-01398,28-10-2022,1080
Dazzle Robotics Pvt. Ltd,PUR-ORD-2023-01284,15-06-2023,1080
Epicenter3D,PUR-ORD-2023-00939,15-05-2023,1080
Epicenter3D,PUR-ORD-2023-01374,23-06-2023,1080
Inovatek Electronics Ltd. ( Flytron),PUR-ORD-2023-01753,27-07-2023,1079.81
Amazon,PUR-ORD-2023-01569,12-07-2023,1078.83
INTERFACE CONNECTRONICS PRIVATE LIMITED,PUR-ORD-2024-00822,07-03-2024,1075
Imaginarium Rapid Pvt Ltd,PUR-ORD-2023-02214,18-09-2023,1072.73
Inovatek Electronics Ltd. ( Flytron),PUR-ORD-2023-01810,01-08-2023,1071.51
"Mouser Electronics, Inc.",PUR-ORD-2023-02721-1,08-11-2023,1070.7
"Mouser Electronics, Inc.",PUR-ORD-2023-02932,29-11-2023,1070.7
Vijay Fastener,PUR-ORD-2022-01066,18-09-2022,1070
SM Electronic Technologies Pvt Ltd,PUR-ORD-2022-00094,27-01-2022,1068
Shahputra Trading Private Limited,PUR-ORD-2022-00295,22-04-2022,1066.95
Goodwill Enterprises,PUR-ORD-2022-00965,29-08-2022,1066.5
Khemka Plyland,PUR-ORD-2022-01076,18-09-2022,1065.65
Khemka Plyland,PUR-ORD-2022-00941,24-08-2022,1065.64
Khemka Plyland,PUR-ORD-2022-01640,02-12-2022,1065.64
3DP Technologies,PUR-ORD-2024-02211,13-08-2024,1064
M.B. Agencies,PUR-ORD-2024-00747,01-03-2024,1059
Epicenter3D,PUR-ORD-2023-01373,23-06-2023,1056
Seizo CNC Pvt Ltd,PUR-ORD-2024-01462,22-04-2024,1054
Dazzle Robotics Pvt. Ltd,PUR-ORD-2024-00282,25-01-2024,1052
AADI IT SOLUTIONS,PUR-ORD-2023-02595,31-10-2023,1050
Furaat Engineering,PUR-ORD-2023-00572,03-04-2023,1050
HANI AUTOMATION TECHNOLOGIES,PUR-ORD-2022-01058,17-09-2022,1050
HANI AUTOMATION TECHNOLOGIES,PUR-ORD-2022-01424,02-11-2022,1050
Mandovi Engineering Corporation,PUR-ORD-2022-00242-1,05-04-2022,1050
Mandovi Engineering Corporation,PUR-ORD-2022-00610,22-06-2022,1050
Mandovi Engineering Corporation,PUR-ORD-2022-00740,21-07-2022,1050
Mandovi Engineering Corporation,PUR-ORD-2022-01151,27-09-2022,1050
Mandovi Engineering Corporation,PUR-ORD-2023-00329,16-02-2023,1050
Seizo CNC Pvt Ltd,PUR-ORD-2023-00429,01-03-2023,1050
TestCAL,PUR-ORD-2023-01784,31-07-2023,1050
VASAN ENGINEERING WORKS,PUR-ORD-2024-00145,11-01-2024,1050
VASAN ENGINEERING WORKS,PUR-ORD-2024-01688,10-05-2024,1050
VASAN ENGINEERING WORKS,PUR-ORD-2024-01924,11-06-2024,1050
ARKA INSTRUMENTS LLP,PUR-ORD-2023-03261,29-12-2023,1048.5
NGP SOLUTIONS (YJ GROUP),PUR-ORD-2024-00798,06-03-2024,1048.21
Imaginarium Rapid Pvt Ltd,PUR-ORD-2023-01418,26-06-2023,1047.83
Amazon,PUR-ORD-2024-00131,10-01-2024,1046
Robu.in,PUR-ORD-2023-02918,28-11-2023,1045.76
Constflick Technologies Limited,PUR-ORD-2023-02660,05-11-2023,1045
Makenica INC,PUR-ORD-2023-02576,28-10-2023,1045
VB4U,PUR-ORD-2023-03098,13-12-2023,1044
VB4U,PUR-ORD-2023-03111,13-12-2023,1044
Robu.in,PUR-ORD-2022-00088,16-02-2022,1041.53
Seizo CNC Pvt Ltd,PUR-ORD-2024-01248,05-04-2024,1033
CRENNOVATIONS 3D TECHNOLOGIES PRIVATE LIMITED,PUR-ORD-2022-00507,04-06-2022,1030.75
Inovatek Electronics Ltd. ( Flytron),PUR-ORD-2023-02444,15-10-2023,1028.84
Macfos Limited,PUR-ORD-2023-03264,29-12-2023,1025.42
DS Scientific & Equipments,PUR-ORD-2024-02179,07-08-2024,1025
"Mouser Electronics, Inc.",PUR-ORD-2023-02860,22-11-2023,1021.73
Skill Tech,PUR-ORD-2024-01565,29-04-2024,1020
Voila Scientific Needs Pvt. Ltd.,PUR-ORD-2022-00086,16-02-2022,1018
WOL 3D,PUR-ORD-2022-00096,17-02-2022,1016.95
WOL 3D,PUR-ORD-2023-02882,23-11-2023,1016.95
Amazon,PUR-ORD-2024-00761,04-03-2024,1016.1
Amazon,PUR-ORD-2024-01494,23-04-2024,1016.1
Decathlon,PUR-ORD-2022-00524,08-06-2022,1016.1
Macfos Limited,PUR-ORD-2024-00707,04-01-2024,1016.1
SAMS Industrial Products,PUR-ORD-2024-00695,28-02-2024,1016
Flyrobo Technologies,PUR-ORD-2024-02052,10-07-2024,1014
Circuit Systems (India) Limited,PUR-ORD-2023-00440,02-03-2023,1010.41
Amazon,PUR-ORD-2024-00361,02-02-2024,1008.57
Amazon,PUR-ORD-2023-01210,12-06-2023,1007.63
Amazon,PUR-ORD-2024-01105,26-03-2024,1007.62
Shahputra Trading Private Limited,PUR-ORD-2022-00453,27-05-2022,1000.54
Shahputra Trading Private Limited,PUR-ORD-2022-00890,11-08-2022,1000.54
AADI IT SOLUTIONS,PUR-ORD-2023-01522,06-07-2023,1000
CRENNOVATIONS 3D TECHNOLOGIES PRIVATE LIMITED,PUR-ORD-2022-01230-1,10-10-2022,1000
CRENNOVATIONS 3D TECHNOLOGIES PRIVATE LIMITED,PUR-ORD-2022-01310,17-10-2022,1000
CRENNOVATIONS 3D TECHNOLOGIES PRIVATE LIMITED,PUR-ORD-2022-01334,19-10-2022,1000
Dazzle Robotics Pvt. Ltd,PUR-ORD-2024-00922,11-03-2024,1000
Epicenter3D,PUR-ORD-2023-01050,29-05-2023,1000
Epicenter3D,PUR-ORD-2023-01051,29-05-2023,1000
Epicenter3D,PUR-ORD-2023-01057,29-05-2023,1000
Focus Industrial Solutions,PUR-ORD-2022-00424,21-05-2022,1000
JSM Composites,PUR-ORD-2023-01405,26-06-2023,1000
Makenica INC,PUR-ORD-2023-00665,18-04-2023,1000
Permanent Magnets Ltd.,PUR-ORD-2023-01345-1,21-06-2023,1000
Permanent Magnets Ltd.,PUR-ORD-2023-02003,29-08-2023,1000
TestCAL,PUR-ORD-2022-00345,02-05-2022,1000
TestCAL,PUR-ORD-2022-00542,11-06-2022,1000
TestCAL,PUR-ORD-2022-00550,13-06-2022,1000
TestCAL,PUR-ORD-2022-00836,04-08-2022,1000
TestCAL,PUR-ORD-2022-01778,23-12-2022,1000
TestCAL,PUR-ORD-2023-02681,06-11-2023,1000
TestCAL,PUR-ORD-2023-03201,20-12-2023,1000
TestCAL,PUR-ORD-2023-03252,28-12-2023,1000
Transcal,PUR-ORD-2022-00617,23-06-2022,1000
Vaishnavi Sri,PUR-ORD-2023-01588,13-07-2023,1000
Vaishnavi Sri,PUR-ORD-2024-02253,27-08-2024,1000
Valdel Advanced Technologies Pvt Ltd,PUR-ORD-2023-01675,21-07-2023,1000
Vichar Technology,PUR-ORD-2022-00674,12-07-2022,1000
Amazon,PUR-ORD-2024-01472,22-04-2024,999
Digital Metrology,PUR-ORD-2023-02482,19-10-2023,998
Digital Metrology,PUR-ORD-2023-02876,19-11-2023,998
"Mouser Electronics, Inc.",PUR-ORD-2023-01127,03-06-2023,997.15
Digital Metrology,PUR-ORD-2023-02884,23-11-2023,997
Digital Metrology,PUR-ORD-2023-03128-1,04-01-2024,997
Vijay Fastener,PUR-ORD-2023-01199,10-06-2023,995
Imaginarium Rapid Pvt Ltd,PUR-ORD-2024-01082,22-03-2024,994.13
Amar Radio Corportation,PUR-ORD-2022-00843,08-08-2022,994
Shahputra Trading Private Limited,PUR-ORD-2023-02099,07-09-2023,994
JC Gupta & Sons,PUR-ORD-2024-00477,12-02-2024,992
Amazon,PUR-ORD-2024-01519,24-04-2024,987
Digital Metrology,PUR-ORD-2023-01502,04-07-2023,987
Digital Metrology,PUR-ORD-2023-01585,12-07-2023,987
Vijay Fastener,PUR-ORD-2024-01483,23-04-2024,987
Colorado,PUR-ORD-2024-00551,17-02-2024,985
Havoc Hobby Center Pvt Ltd,PUR-ORD-2022-00503,03-06-2022,985
VASAN ENGINEERING WORKS,PUR-ORD-2022-00161,17-03-2022,985
Vijay Fastener,PUR-ORD-2023-01189,09-06-2023,985
Robu.in,PUR-ORD-2024-01162-1,31-03-2024,983.05
Amazon,PUR-ORD-2023-02070,06-09-2023,981.25
RCMumbai,PUR-ORD-2023-02315,30-09-2023,981.16
VASAN ENGINEERING WORKS,PUR-ORD-2023-01305,17-06-2023,980
VASAN ENGINEERING WORKS,PUR-ORD-2023-01485,03-07-2023,980
JSM Composites,PUR-ORD-2023-00766,29-04-2023,975
JSM Composites,PUR-ORD-2023-00895,11-05-2023,975
JSM Composites,PUR-ORD-2023-01550,10-07-2023,975
VLS COMPUTERS,PUR-ORD-2023-02105,08-09-2023,975
Imaginarium Rapid Pvt Ltd,PUR-ORD-2022-01740,17-12-2022,973.18
Imaginarium Rapid Pvt Ltd,PUR-ORD-2023-02953,01-12-2023,972.53
Imaginarium Rapid Pvt Ltd,PUR-ORD-2022-01562,21-11-2022,972.03
Robu.in,PUR-ORD-2023-00198,03-02-2023,971.19
Imaginarium Rapid Pvt Ltd,PUR-ORD-2023-00654,17-04-2023,970.41
Imaginarium Rapid Pvt Ltd,PUR-ORD-2023-03152,15-12-2023,965.76
Seizo CNC Pvt Ltd,PUR-ORD-2023-01196,10-06-2023,965
Deluxe Materials,PUR-ORD-2023-03136,15-12-2023,960
Deluxe Materials,PUR-ORD-2024-01388,16-04-2024,960
Epicenter3D,PUR-ORD-2023-01778-1,29-07-2023,960
Makenica INC,PUR-ORD-2022-01708,13-12-2022,960
Seizo CNC Pvt Ltd,PUR-ORD-2024-00847,08-03-2024,960
Tapes world,PUR-ORD-2022-00675,12-07-2022,960
VASAN ENGINEERING WORKS,PUR-ORD-2024-01258,08-04-2024,957
VASAN ENGINEERING WORKS,PUR-ORD-2024-01273,10-04-2024,957
Amazon,PUR-ORD-2022-01730,16-12-2022,956.97
HANI AUTOMATION TECHNOLOGIES,PUR-ORD-2022-01078,18-09-2022,955
Kapasi Inc,PUR-ORD-2023-01637,17-07-2023,955
Vinsurwaves,PUR-ORD-2023-00255,14-02-2023,955
Vinsurwaves,PUR-ORD-2023-00275,14-02-2023,955
Vinsurwaves,PUR-ORD-2023-00388,18-02-2023,955
CRENNOVATIONS 3D TECHNOLOGIES PRIVATE LIMITED,PUR-ORD-2022-01037,14-09-2022,953.7
Shahputra Trading Private Limited,PUR-ORD-2023-00574,03-04-2023,953.39
Augment 3Di,PUR-ORD-2023-03165,18-12-2023,950
HANI AUTOMATION TECHNOLOGIES,PUR-ORD-2023-01043,26-05-2023,950
Kothari Electronic House,PUR-ORD-2023-00309,15-02-2023,950
SHREE LAKSHMI RANGANATHA CNC WOOD CARVINGS,PUR-ORD-2023-01647,18-07-2023,950
SUPERTRONICS,PUR-ORD-2024-01542,25-04-2024,950
TestCAL,PUR-ORD-2023-02240,22-09-2023,950
VASAN ENGINEERING WORKS,PUR-ORD-2022-01220,09-10-2022,950
VASAN ENGINEERING WORKS,PUR-ORD-2023-02437,15-10-2023,950
VASAN ENGINEERING WORKS,PUR-ORD-2023-03004,06-12-2023,950
VASAN ENGINEERING WORKS,PUR-ORD-2024-00285,26-01-2024,950
VASAN ENGINEERING WORKS,PUR-ORD-2024-01014,19-03-2024,950
Vijay Fastener,PUR-ORD-2023-00342,16-02-2023,950
Vinsurwaves,PUR-ORD-2024-01741,15-05-2024,950
ZENITH INDUSTRIAL SUPPLIES,PUR-ORD-2023-02846,21-11-2023,950
Imaginarium Rapid Pvt Ltd,PUR-ORD-2023-00644,15-04-2023,948.77
Imaginarium Rapid Pvt Ltd,PUR-ORD-2022-01822,31-12-2022,945.89
RCMumbai,PUR-ORD-2024-01265,08-04-2024,944
Imaginarium Rapid Pvt Ltd,PUR-ORD-2023-02466,17-10-2023,940.9
Circuit Systems(India) Limited,PUR-ORD-2022-00478,23-05-2022,940
Seizo CNC Pvt Ltd,PUR-ORD-2024-00489,13-02-2024,940
MISUMI INDIA PVT.LTD,PUR-ORD-2022-00616,23-06-2022,936.99
MISUMI INDIA PVT.LTD,PUR-ORD-2022-01174,30-09-2022,936.99
Makenica INC,PUR-ORD-2022-00326,28-04-2022,936
VB4U,PUR-ORD-2023-03019,07-12-2023,936
Binashree Manufactruing Pvt Ltd,PUR-ORD-2022-01072,18-09-2022,934.5
Pankaj Electronics ,PUR-ORD-2022-00677,12-07-2022,933
Macfos Limited,PUR-ORD-2023-01173,08-06-2023,931.36
Macfos Limited,PUR-ORD-2024-00526,15-02-2024,931.35
Amazon,PUR-ORD-2023-01602,14-07-2023,930.51
HANI AUTOMATION TECHNOLOGIES,PUR-ORD-2022-01333,19-10-2022,930
Constflick Technologies Limited,PUR-ORD-2023-02508,22-10-2023,929
Imaginarium Rapid Pvt Ltd,PUR-ORD-2023-03270,29-12-2023,920.39
VASAN ENGINEERING WORKS,PUR-ORD-2023-02095,07-09-2023,920
VASAN ENGINEERING WORKS,PUR-ORD-2023-03053,10-12-2023,920
VASAN ENGINEERING WORKS,PUR-ORD-2024-02014,01-07-2024,920
Robu.in,PUR-ORD-2023-00439,02-03-2023,919.49
Imaginarium Rapid Pvt Ltd,PUR-ORD-2023-02771,15-11-2023,917.05
CHANDRAHOMA ENTERPRISES PRIVATE LIMITED,PUR-ORD-2024-00277,25-01-2024,917
Precision Electronics Limited,PUR-ORD-2023-00182,27-01-2023,915
CRENNOVATIONS 3D TECHNOLOGIES PRIVATE LIMITED,PUR-ORD-2022-01254,11-10-2022,914.83
Aloukik Agencies,PUR-ORD-2022-00660,11-07-2022,913
Havoc Hobby Center Pvt Ltd,PUR-ORD-2023-03224,22-12-2023,913
Hubtronics,PUR-ORD-2024-00745,01-03-2024,910.96
Amazon,PUR-ORD-2023-00239,08-02-2023,908.9
Amazon,PUR-ORD-2023-01770,28-07-2023,908.47
Amazon,PUR-ORD-2023-00860,07-05-2023,906.25
Circuit Systems(India) Limited,PUR-ORD-2024-01241,25-03-2024,905
Amazon,PUR-ORD-2023-00956,17-05-2023,903.95
Amazon,PUR-ORD-2023-02008,30-08-2023,903.95
Amazon,PUR-ORD-2023-00345,17-02-2023,900
Epicenter3D,PUR-ORD-2023-01048,29-05-2023,900
Goodwill Enterprises,PUR-ORD-2022-00339,02-05-2022,900
RC Hyderabad,PUR-ORD-2023-02785,15-11-2023,900
Souravi Solutions Private Limited,PUR-ORD-2023-02366,07-10-2023,900
TestCAL,PUR-ORD-2023-00134,18-01-2023,900
TestCAL,PUR-ORD-2023-02727,08-11-2023,900
Vaishnavi Sri,PUR-ORD-2024-02059-1,11-07-2024,900
VASAN ENGINEERING WORKS,PUR-ORD-2022-00651,11-07-2022,900
VASAN ENGINEERING WORKS,PUR-ORD-2024-00187,17-01-2024,900
VASAN ENGINEERING WORKS,PUR-ORD-2024-01514,24-04-2024,900
Wol3D,PUR-ORD-2023-01594,13-07-2023,900
Seizo CNC Pvt Ltd,PUR-ORD-2023-00816,30-04-2023,898
Seizo CNC Pvt Ltd,PUR-ORD-2023-00822,30-04-2023,898
Seizo CNC Pvt Ltd,PUR-ORD-2023-00996,22-05-2023,898
SAMS Industrial Products,PUR-ORD-2024-02302,03-09-2024,896.21
Quick Parts Solutions Pvt Ltd,PUR-ORD-2022-01724,15-12-2022,892.66
Imaginarium Rapid Pvt Ltd,PUR-ORD-2022-00384,13-05-2022,890.85
HANI AUTOMATION TECHNOLOGIES,PUR-ORD-2022-01302,17-10-2022,890
Seizo CNC Pvt Ltd,PUR-ORD-2022-00027,12-01-2022,890
Seizo CNC Pvt Ltd,PUR-ORD-2023-00507,27-03-2023,890
Seizo CNC Pvt Ltd,PUR-ORD-2023-03200,20-12-2023,890
Seizo CNC Pvt Ltd,PUR-ORD-2024-01988,25-06-2024,890
Seizo CNC Pvt Ltd,PUR-ORD-2024-02032,05-07-2024,890
Vinsurwaves,PUR-ORD-2023-00036,06-01-2023,890
Amazon,PUR-ORD-2024-00401,06-02-2024,886.27
Amazon,PUR-ORD-2022-01494,11-11-2022,884.79
Imaginarium Rapid Pvt Ltd,PUR-ORD-2024-01715,13-05-2024,884.04
Circuit Systems (India) Limited,PUR-ORD-2023-03206,20-12-2023,882.99
CRENNOVATIONS 3D TECHNOLOGIES PRIVATE LIMITED,PUR-ORD-2022-01160,28-09-2022,882
Cyber Space Abacus Pvt Ltd,PUR-ORD-2022-01644,02-12-2022,881.36
Amazon,PUR-ORD-2024-00440,08-02-2024,880.94
Tapes world,PUR-ORD-2024-00055,05-01-2024,880
VASAN ENGINEERING WORKS,PUR-ORD-2024-01955,20-06-2024,880
VASAN ENGINEERING WORKS,PUR-ORD-2024-02307,05-09-2024,880
Popular Trading Co,PUR-ORD-2024-01730,14-05-2024,875
Amuse,PUR-ORD-2024-01998,26-06-2024,873
Seizo CNC Pvt Ltd,PUR-ORD-2023-02688,06-11-2023,865
Imaginarium Rapid Pvt Ltd,PUR-ORD-2023-00897,11-05-2023,863.22
CRENNOVATIONS 3D TECHNOLOGIES PRIVATE LIMITED,PUR-ORD-2022-00565,15-06-2022,861.43
Seizo CNC Pvt Ltd,PUR-ORD-2023-00940,15-05-2023,860
Skill Tech,PUR-ORD-2024-01413,17-04-2024,860
VASAN ENGINEERING WORKS,PUR-ORD-2023-01495,04-07-2023,860
CRENNOVATIONS 3D TECHNOLOGIES PRIVATE LIMITED,PUR-ORD-2022-01226,09-10-2022,855.23
Seizo CNC Pvt Ltd,PUR-ORD-2023-02644,04-11-2023,855
Amazon,PUR-ORD-2023-01202,10-06-2023,853.86
